Country/Region,Date,Confirmed,Deaths,Recovered,Active,Daily_Cases,Week
US,2020-02-02,8,0,0,8,0.0,2020-01-27/2020-02-02
US,2020-02-03,11,0,0,11,3.0,2020-02-03/2020-02-09
US,2020-02-04,11,0,0,11,0.0,2020-02-03/2020-02-09
US,2020-02-05,11,0,0,11,0.0,2020-02-03/2020-02-09
US,2020-02-06,11,0,0,11,0.0,2020-02-03/2020-02-09
US,2020-02-07,11,0,0,11,0.0,2020-02-03/2020-02-09
US,2020-02-08,11,0,0,11,0.0,2020-02-03/2020-02-09
US,2020-02-09,11,0,3,8,0.0,2020-02-03/2020-02-09
US,2020-02-10,11,0,3,8,0.0,2020-02-10/2020-02-16
US,2020-02-11,12,0,3,9,1.0,2020-02-10/2020-02-16
US,2020-02-12,12,0,3,9,0.0,2020-02-10/2020-02-16
US,2020-02-13,13,0,3,10,1.0,2020-02-10/2020-02-16
US,2020-02-14,13,0,3,10,0.0,2020-02-10/2020-02-16
US,2020-02-15,13,0,3,10,0.0,2020-02-10/2020-02-16
US,2020-02-16,13,0,3,10,0.0,2020-02-10/2020-02-16
US,2020-02-17,13,0,3,10,0.0,2020-02-17/2020-02-23
US,2020-02-18,13,0,3,10,0.0,2020-02-17/2020-02-23
US,2020-02-19,13,0,3,10,0.0,2020-02-17/2020-02-23
US,2020-02-20,13,0,3,10,0.0,2020-02-17/2020-02-23
US,2020-02-21,15,0,5,10,2.0,2020-02-17/2020-02-23
US,2020-02-22,15,0,5,10,0.0,2020-02-17/2020-02-23
US,2020-02-23,15,0,5,10,0.0,2020-02-17/2020-02-23
US,2020-02-24,15,0,5,10,0.0,2020-02-24/2020-03-01
US,2020-02-25,15,0,6,9,0.0,2020-02-24/2020-03-01
US,2020-02-26,15,0,6,9,0.0,2020-02-24/2020-03-01
US,2020-02-27,16,0,6,10,1.0,2020-02-24/2020-03-01
US,2020-02-28,16,0,7,9,0.0,2020-02-24/2020-03-01
US,2020-02-29,24,1,7,16,8.0,2020-02-24/2020-03-01
US,2020-03-01,30,1,7,22,6.0,2020-02-24/2020-03-01
US,2020-03-02,53,6,7,40,23.0,2020-03-02/2020-03-08
US,2020-03-03,73,7,7,59,20.0,2020-03-02/2020-03-08
US,2020-03-04,104,11,7,86,31.0,2020-03-02/2020-03-08
US,2020-03-05,174,12,7,155,70.0,2020-03-02/2020-03-08
US,2020-03-06,222,14,7,201,48.0,2020-03-02/2020-03-08
US,2020-03-07,337,17,7,313,115.0,2020-03-02/2020-03-08
US,2020-03-08,451,21,7,423,114.0,2020-03-02/2020-03-08
US,2020-03-09,519,22,7,490,68.0,2020-03-09/2020-03-15
US,2020-03-10,711,28,8,675,192.0,2020-03-09/2020-03-15
US,2020-03-11,1109,33,8,1068,398.0,2020-03-09/2020-03-15
US,2020-03-12,1561,43,12,1506,452.0,2020-03-09/2020-03-15
US,2020-03-13,2157,52,12,2093,596.0,2020-03-09/2020-03-15
US,2020-03-14,2870,58,12,2800,713.0,2020-03-09/2020-03-15
US,2020-03-15,2968,70,12,2886,98.0,2020-03-09/2020-03-15
US,2020-03-16,4360,97,17,4246,1392.0,2020-03-16/2020-03-22
US,2020-03-17,6141,131,17,5993,1781.0,2020-03-16/2020-03-22
US,2020-03-18,8917,188,105,8624,2776.0,2020-03-16/2020-03-22
US,2020-03-19,14157,265,121,13771,5240.0,2020-03-16/2020-03-22
US,2020-03-20,19479,362,147,18970,5322.0,2020-03-16/2020-03-22
US,2020-03-21,25825,456,176,25193,6346.0,2020-03-16/2020-03-22
US,2020-03-22,33761,601,178,32982,7936.0,2020-03-16/2020-03-22
US,2020-03-23,43850,784,178,42888,10089.0,2020-03-23/2020-03-29
US,2020-03-24,54112,1021,348,52743,10262.0,2020-03-23/2020-03-29
US,2020-03-25,66055,1333,361,64361,11943.0,2020-03-23/2020-03-29
US,2020-03-26,84091,1746,681,81664,18036.0,2020-03-23/2020-03-29
US,2020-03-27,102276,2300,869,99107,18185.0,2020-03-23/2020-03-29
US,2020-03-28,122069,2934,1072,118063,19793.0,2020-03-23/2020-03-29
US,2020-03-29,141205,3561,2665,134979,19136.0,2020-03-23/2020-03-29
US,2020-03-30,162707,4381,5644,152682,21502.0,2020-03-30/2020-04-05
US,2020-03-31,188724,5605,7024,176095,26017.0,2020-03-30/2020-04-05
US,2020-04-01,214205,6846,8474,198885,25481.0,2020-03-30/2020-04-05
US,2020-04-02,244610,8432,9001,227177,30405.0,2020-03-30/2020-04-05
US,2020-04-03,276547,9747,9707,257093,31937.0,2020-03-30/2020-04-05
US,2020-04-04,309699,11031,14652,284016,33152.0,2020-03-30/2020-04-05
US,2020-04-05,337573,12470,17448,307655,27874.0,2020-03-30/2020-04-05
US,2020-04-06,367215,14138,19581,333496,29642.0,2020-04-06/2020-04-12
US,2020-04-07,397992,16447,21763,359782,30777.0,2020-04-06/2020-04-12
US,2020-04-08,429686,18563,23559,387564,31694.0,2020-04-06/2020-04-12
US,2020-04-09,464442,20638,25410,418394,34756.0,2020-04-06/2020-04-12
US,2020-04-10,497943,22731,28790,446422,33501.0,2020-04-06/2020-04-12
US,2020-04-11,527969,24777,31270,471922,30026.0,2020-04-06/2020-04-12
US,2020-04-12,556522,26548,32988,496986,28553.0,2020-04-06/2020-04-12
US,2020-04-13,581813,28376,43482,509955,25291.0,2020-04-13/2020-04-19
US,2020-04-14,608878,30780,47763,530335,27065.0,2020-04-13/2020-04-19
US,2020-04-15,637974,33329,52096,552549,29096.0,2020-04-13/2020-04-19
US,2020-04-16,669272,35442,54703,579127,31298.0,2020-04-13/2020-04-19
US,2020-04-17,701996,38056,58545,605395,32724.0,2020-04-13/2020-04-19
US,2020-04-18,730337,40442,64840,625055,28341.0,2020-04-13/2020-04-19
US,2020-04-19,756375,41671,70337,644367,26038.0,2020-04-13/2020-04-19
US,2020-04-20,783716,43466,72329,667921,27341.0,2020-04-20/2020-04-26
US,2020-04-21,809318,45923,75204,688191,25602.0,2020-04-20/2020-04-26
US,2020-04-22,837422,48312,77366,711744,28104.0,2020-04-20/2020-04-26
US,2020-04-23,871617,50749,80203,740665,34195.0,2020-04-20/2020-04-26
US,2020-04-24,907908,52867,99079,755962,36291.0,2020-04-20/2020-04-26
US,2020-04-25,940829,54517,100372,785940,32921.0,2020-04-20/2020-04-26
US,2020-04-26,968518,55810,106988,805720,27689.0,2020-04-20/2020-04-26
US,2020-04-27,990983,57235,111424,822324,22465.0,2020-04-27/2020-05-03
US,2020-04-28,1015518,59454,115936,840128,24535.0,2020-04-27/2020-05-03
US,2020-04-29,1043038,61960,120720,860358,27520.0,2020-04-27/2020-05-03
US,2020-04-30,1072667,64256,153947,854464,29629.0,2020-04-27/2020-05-03
US,2020-05-01,1106829,66125,164015,876689,34162.0,2020-04-27/2020-05-03
US,2020-05-02,1136024,67681,175382,892961,29195.0,2020-04-27/2020-05-03
US,2020-05-03,1161611,68777,180152,912682,25587.0,2020-04-27/2020-05-03
US,2020-05-04,1184086,70086,187180,926820,22475.0,2020-05-04/2020-05-10
US,2020-05-05,1208271,72393,189791,946087,24185.0,2020-05-04/2020-05-10
US,2020-05-06,1233527,74851,189910,968766,25256.0,2020-05-04/2020-05-10
US,2020-05-07,1261409,76770,195036,989603,27882.0,2020-05-04/2020-05-10
US,2020-05-08,1288587,78497,198993,1011097,27178.0,2020-05-04/2020-05-10
US,2020-05-09,1314320,79976,212534,1021810,25733.0,2020-05-04/2020-05-10
US,2020-05-10,1334084,80855,216169,1037060,19764.0,2020-05-04/2020-05-10
US,2020-05-11,1352962,81868,232733,1038361,18878.0,2020-05-11/2020-05-17
US,2020-05-12,1375152,83483,230287,1061382,22190.0,2020-05-11/2020-05-17
US,2020-05-13,1396110,85234,243430,1067446,20958.0,2020-05-11/2020-05-17
US,2020-05-14,1423727,87008,246414,1090305,27617.0,2020-05-11/2020-05-17
US,2020-05-15,1449027,88669,250747,1109611,25300.0,2020-05-11/2020-05-17
US,2020-05-16,1474128,89892,268376,1115860,25101.0,2020-05-11/2020-05-17
US,2020-05-17,1493132,90644,272265,1130223,19004.0,2020-05-11/2020-05-17
US,2020-05-18,1514901,91414,283178,1140309,21769.0,2020-05-18/2020-05-24
US,2020-05-19,1535350,92965,289392,1152993,20449.0,2020-05-18/2020-05-24
US,2020-05-20,1559157,94533,294312,1170312,23807.0,2020-05-18/2020-05-24
US,2020-05-21,1584512,95756,298418,1190338,25355.0,2020-05-18/2020-05-24
US,2020-05-22,1608653,97025,350135,1161493,24141.0,2020-05-18/2020-05-24
US,2020-05-23,1630476,98146,361239,1171091,21823.0,2020-05-18/2020-05-24
US,2020-05-24,1651289,98754,366736,1185799,20813.0,2020-05-18/2020-05-24
US,2020-05-25,1670280,99267,379157,1191856,18991.0,2020-05-25/2020-05-31
US,2020-05-26,1689163,99952,384902,1204309,18883.0,2020-05-25/2020-05-31
US,2020-05-27,1707445,101461,391508,1214476,18282.0,2020-05-25/2020-05-31
US,2020-05-28,1730260,102643,399991,1227626,22815.0,2020-05-25/2020-05-31
US,2020-05-29,1754764,103809,406446,1244509,24504.0,2020-05-25/2020-05-31
US,2020-05-30,1779214,104778,416461,1257975,24450.0,2020-05-25/2020-05-31
US,2020-05-31,1799124,105364,444758,1249002,19910.0,2020-05-25/2020-05-31
US,2020-06-01,1816479,106136,458231,1252112,17355.0,2020-06-01/2020-06-07
US,2020-06-02,1837374,107169,463868,1266337,20895.0,2020-06-01/2020-06-07
US,2020-06-03,1857332,108159,479258,1269915,19958.0,2020-06-01/2020-06-07
US,2020-06-04,1878683,109168,485002,1284513,21351.0,2020-06-01/2020-06-07
US,2020-06-05,1903907,110138,491706,1302063,25224.0,2020-06-01/2020-06-07
US,2020-06-06,1926639,110818,500849,1314972,22732.0,2020-06-01/2020-06-07
US,2020-06-07,1944370,111269,506367,1326734,17731.0,2020-06-01/2020-06-07
US,2020-06-08,1961785,111774,518522,1331489,17415.0,2020-06-08/2020-06-14
US,2020-06-09,1979912,112714,524855,1342343,18127.0,2020-06-08/2020-06-14
US,2020-06-10,2000706,113631,533504,1353571,20794.0,2020-06-08/2020-06-14
US,2020-06-11,2023656,114512,540292,1368852,22950.0,2020-06-08/2020-06-14
US,2020-06-12,2048986,115334,547386,1386266,25330.0,2020-06-08/2020-06-14
US,2020-06-13,2074542,116084,556606,1401852,25556.0,2020-06-08/2020-06-14
US,2020-06-14,2094366,116382,561816,1416168,19824.0,2020-06-08/2020-06-14
US,2020-06-15,2114026,116773,576334,1420919,19660.0,2020-06-15/2020-06-21
US,2020-06-16,2137731,117612,583503,1436616,23705.0,2020-06-15/2020-06-21
US,2020-06-17,2163290,118363,592191,1452736,25559.0,2020-06-15/2020-06-21
US,2020-06-18,2191099,119067,599115,1472917,27809.0,2020-06-15/2020-06-21
US,2020-06-19,2222579,119739,606715,1496125,31480.0,2020-06-15/2020-06-21
US,2020-06-20,2255328,120349,617460,1517519,32749.0,2020-06-15/2020-06-21
US,2020-06-21,2281767,120604,622133,1539030,26439.0,2020-06-15/2020-06-21
US,2020-06-22,2312303,121010,640198,1551095,30536.0,2020-06-22/2020-06-28
US,2020-06-23,2347491,121847,647548,1578096,35188.0,2020-06-22/2020-06-28
US,2020-06-24,2382426,122604,656161,1603661,34935.0,2020-06-22/2020-06-28
US,2020-06-25,2422299,125026,663562,1633711,39873.0,2020-06-22/2020-06-28
US,2020-06-26,2467554,125631,670809,1671114,45255.0,2020-06-22/2020-06-28
US,2020-06-27,2510259,126120,679308,1704831,42705.0,2020-06-22/2020-06-28
US,2020-06-28,2549864,126361,685164,1738339,39605.0,2020-06-22/2020-06-28
US,2020-06-29,2590668,126711,705203,1758754,40804.0,2020-06-29/2020-07-05
US,2020-06-30,2636414,127432,720631,1788351,45746.0,2020-06-29/2020-07-05
US,2020-07-01,2687588,128105,729994,1829489,51174.0,2020-06-29/2020-07-05
US,2020-07-02,2742049,128803,781970,1831276,54461.0,2020-06-29/2020-07-05
US,2020-07-03,2795361,129442,790404,1875515,53312.0,2020-06-29/2020-07-05
US,2020-07-04,2841241,129689,894325,1817227,45880.0,2020-06-29/2020-07-05
US,2020-07-05,2891124,129960,906763,1854401,49883.0,2020-06-29/2020-07-05
US,2020-07-06,2936077,130285,924148,1881644,44953.0,2020-07-06/2020-07-12
US,2020-07-07,2996098,131480,936476,1928142,60021.0,2020-07-06/2020-07-12
US,2020-07-08,3054699,132300,953462,1968937,58601.0,2020-07-06/2020-07-12
US,2020-07-09,3117946,133290,969111,2015545,63247.0,2020-07-06/2020-07-12
US,2020-07-10,3185737,134101,983185,2068451,67791.0,2020-07-06/2020-07-12
US,2020-07-11,3245925,134777,995576,2115572,60188.0,2020-07-06/2020-07-12
US,2020-07-12,3304942,135205,1006326,2163411,59017.0,2020-07-06/2020-07-12
US,2020-07-13,3364157,135566,1031939,2196652,59215.0,2020-07-13/2020-07-19
US,2020-07-14,3431574,136466,1049098,2246010,67417.0,2020-07-13/2020-07-19
US,2020-07-15,3498902,137415,1075882,2285605,67328.0,2020-07-13/2020-07-19
US,2020-07-16,3576157,138358,1090645,2347154,77255.0,2020-07-13/2020-07-19
US,2020-07-17,3647715,139266,1107204,2401245,71558.0,2020-07-13/2020-07-19
US,2020-07-18,3711413,140119,1122720,2448574,63698.0,2020-07-13/2020-07-19
US,2020-07-19,3773260,140534,1131121,2501605,61847.0,2020-07-13/2020-07-19
US,2020-07-20,3834677,141025,1160087,2533565,61417.0,2020-07-20/2020-07-26
US,2020-07-21,3899211,142121,1182018,2575072,64534.0,2020-07-20/2020-07-26
US,2020-07-22,3970121,143316,1210849,2615956,70910.0,2020-07-20/2020-07-26
US,2020-07-23,4038816,144430,1233269,2661117,68695.0,2020-07-20/2020-07-26
US,2020-07-24,4112531,145560,1261624,2705347,73715.0,2020-07-20/2020-07-26
US,2020-07-25,4178970,146465,1279414,2753091,66439.0,2020-07-20/2020-07-26
US,2020-07-26,4233923,146935,1297863,2789125,54953.0,2020-07-20/2020-07-26
US,2020-07-27,4290259,148011,1325804,2816444,56336.0,2020-07-27/2020-08-02
